Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
55,0.0329083,0.00635168,0.0158843,0.0101591,0.00920274,0.0155375,0.0196876,0.0162993,0.01862,0.0195513,0.0120784,0.0082017,0.00732869,0.0131341,0.00361535,0.00973715,0.0143351,0.0130046,0.0243325,0.0262175,0.0229735,0.0154742,0.0187556,0.0155951,0.00735988,0.00385032,0.00544136,0.00393847,0.00899562,0.0461764,0.00985003,0.00522545,0.00849541,0.00678046,0.0111088,0.0135739,0.0134483,0.0137133,0.0230654,0.0229174,0.0138194
56,0.0338468,0.00595771,0.0156854,0.0108182,0.0089232,0.0169242,0.0207711,0.017231,0.0194321,0.0207327,0.0120106,0.00933941,0.00898991,0.0136207,0.0020649,0.0133443,0.00997555,0.0151392,0.0238683,0.0261626,0.0240992,0.0153591,0.0179962,0.0162472,0.00748462,0.00470329,0.00569532,0.00298869,0.00864141,0.0470958,0.0101936,0.00473159,0.00840175,0.005763,0.0112877,0.00963025,0.0133279,0.012213,0.0223886,0.0229384,0.0152576
57,0.0337859,0.00569058,0.0160403,0.0112576,0.0101204,0.0180085,0.0214199,0.0178884,0.0198251,0.0214776,0.0115666,0.0103938,0.0104448,0.0147697,0.00260657,0.0167754,0.00848877,0.0154676,0.0231599,0.0258085,0.0247537,0.0148032,0.0161852,0.0165707,0.00775454,0.00535224,0.00585063,0.00205214,0.00807703,0.0483336,0.0108735,0.00549148,0.00825898,0.00521698,0.0118569,0.00742502,0.0129338,0.0105123,0.0211709,0.0218749,0.0160303
58,0.0327901,0.00554296,0.0166621,0.0115233,0.0103275,0.018751,0.0216175,0.0181904,0.0199661,0.0217671,0.0108673,0.0126324,0.0123846,0.0163983,0.00366781,0.0182472,0.0107509,0.0136147,0.0225732,0.0253531,0.0251364,0.0141809,0.0137294,0.0157053,0.00815743,0.0055706,0.0059159,0.00142426,0.00776972,0.0497792,0.0117712,0.00583898,0.00712176,0.00450394,0.012385,0.00769013,0.0113972,0.00929983,0.0200736,0.0201401,0.0159665
59,0.0312809,0.0054591,0.0173265,0.0119573,0.00956354,0.0191902,0.0213627,0.0181011,0.0199924,0.0215726,0.0102811,0.015218,0.0143488,0.0178164,0.00376663,0.016505,0.0115459,0.0105292,0.0222245,0.0249575,0.0253713,0.013819,0.0111691,0.0138797,0.00868392,0.00528383,0.00599627,0.00140661,0.00807971,0.0513368,0.0125858,0.00488891,0.00445916,0.00386046,0.0128227,0.00877729,0.00961998,0.0095537,0.0195409,0.0183474,0.0152523
60,0.0298539,0.00534424,0.017899,0.0127382,0.00907524,0.0193188,0.0206608,0.0176249,0.0199375,0.020816,0.0100497,0.0173488,0.0160246,0.0188606,0.00290429,0.0115729,0.0095079,0.00835578,0.0220449,0.0246571,0.0254556,0.0138131,0.00905345,0.0120015,0.009309,0.00467627,0.00621821,0.00216687,0.00895082,0.05254,0.0130559,0.00322392,0.000936431,0.00489356,0.0132991,0.0109355,0.0112848,0.0108894,0.0196566,0.0170692,0.0143873
61,0.0289097,0.00523427,0.0182914,0.0136774,0.0094695,0.0190732,0.0196124,0.0168761,0.0197828,0.0196104,0.0100809,0.0190592,0.0175959,0.0198891,0.00159081,0.00493014,0.00658445,0.00935004,0.0219224,0.0243463,0.0253387,0.0139258,0.00800836,0.0102637,0.0099481,0.0040909,0.00659323,0.00332768,0.0100729,0.0531314,0.0130038,0.00333336,0.00217353,0.0064922,0.0144405,0.0152625,0.0153655,0.0124281,0.0202115,0.0164907,0.0138299
62,0.0284968,0.00526972,0.0185186,0.0143999,0.0108224,0.0183424,0.0183691,0.0159781,0.0194723,0.0183679,0.010071,0.0206158,0.0193796,0.0212621,0.000603089,0.00292405,0.00625116,0.0120945,0.0217881,0.0238286,0.0249589,0.0138615,0.00822785,0.00831039,0.0104641,0.00385414,0.00702665,0.0044606,0.0112129,0.0531222,0.0124592,0.00414018,0.00355593,0.00675343,0.0169224,0.0205867,0.0174949,0.0146873,0.0208462,0.0164046,0.0137245
63,0.0283939,0.00559805,0.0185994,0.0148144,0.0132334,0.0171394,0.0170925,0.0150556,0.0188993,0.0174619,0.00996439,0.0222178,0.0215849,0.0231581,0.00102112,0.00721557,0.00826143,0.0143912,0.0216627,0.0228979,0.0242431,0.0134168,0.00898223,0.00708759,0.0107488,0.0039925,0.00743138,0.00529703,0.0121892,0.0519105,0.0116612,0.00280595,0.00298963,0.0054005,0.0201072,0.024882,0.0165826,0.0181607,0.0211527,0.0163611,0.0138647
64,0.028348,0.00627782,0.0185661,0.0149646,0.0164965,0.0156245,0.0159175,0.0142343,0.0179694,0.016983,0.00994495,0.0240036,0.0242092,0.0255044,0.00174485,0.00870835,0.0100396,0.0157691,0.0216023,0.0214891,0.0231401,0.0125833,0.0101053,0.0071643,0.010728,0.00442485,0.00783192,0.00572558,0.0129224,0.0479729,0.0108343,0.00284937,0.00367953,0.00387551,0.0221255,0.0265391,0.0151706,0.0211477,0.0209567,0.0160928,0.0140598
65,0.0283429,0.00713179,0.0185187,0.014741,0.020143,0.0139365,0.0147847,0.0135737,0.0165705,0.0167715,0.0101695,0.0261229,0.0271507,0.0280864,0.00289639,0.00747449,0.0111158,0.0165333,0.0213405,0.019578,0.0214887,0.0114742,0.0122672,0.00754848,0.0104056,0.00515711,0.00832877,0.00576664,0.0134533,0.0412966,0.0101064,0.00874604,0.00879559,0.00503907,0.0215789,0.0248689,0.0161902,0.0215909,0.0203858,0.0155962,0.0142625
66,0.0286146,0.00783486,0.0185865,0.0139939,0.0237549,0.0120058,0.0132701,0.012937,0.0145127,0.0164257,0.0106039,0.0286729,0.0304269,0.0307667,0.00430089,0.00585496,0.0121308,0.0169951,0.020135,0.0169778,0.0188766,0.0101962,0.015427,0.00922084,0.00986136,0.00604999,0.00889421,0.0054919,0.0138624,0.0363439,0.00961955,0.0142648,0.0144033,0.00807183,0.0188995,0.021069,0.0191359,0.0206024,0.0195078,0.014766,0.0142404
67,0.0292654,0.00833076,0.0187791,0.012832,0.0269152,0.00972434,0.0107108,0.0120178,0.0115435,0.0154335,0.0109843,0.0314856,0.0341423,0.0334893,0.00576204,0.0072411,0.0138664,0.0174046,0.0173336,0.0134188,0.0148141,0.0089277,0.0185308,0.0117401,0.0091241,0.00651501,0.00918344,0.00489685,0.0141079,0.03682,0.00949271,0.017144,0.0178115,0.0109836,0.0157866,0.0182002,0.0223221,0.0211359,0.017871,0.0131091,0.0132313
68,0.0298135,0.00900828,0.0189238,0.0117015,0.0292969,0.00758935,0.00676565,0.0108279,0.00750171,0.0136763,0.0109179,0.0340483,0.0381602,0.0360977,0.00794268,0.010911,0.0164409,0.0181363,0.0131956,0.00902732,0.0092406,0.00814132,0.0205269,0.0123095,0.00821304,0.00568762,0.00865324,0.00402176,0.013721,0.0389887,0.00962349,0.016811,0.0181451,0.0124284,0.0129972,0.0179458,0.0242128,0.0221444,0.0145465,0.00986414,0.0101753
69,0.0292917,0.0100712,0.0187211,0.0111243,0.0308716,0.00725677,0.00250424,0.0102472,0.00287976,0.011901,0.00999105,0.0357952,0.0419333,0.0382501,0.0109661,0.0148185,0.0194257,0.0193817,0.00907941,0.00518576,0.00353205,0.00845817,0.021041,0.0106064,0.00763313,0.00341506,0.0070012,0.00409849,0.0119488,0.0398456,0.00971144,0.0144421,0.0166424,0.0121136,0.0106931,0.0191805,0.0239782,0.0216507,0.00914556,0.00480033,0.00514323
70,0.0272188,0.0111158,0.0180611,0.0113044,0.0319961,0.00951396,0.00448409,0.0113699,0.00404327,0.0115382,0.00810568,0.0364881,0.0446865,0.0396218,0.0135226,0.0179915,0.0219564,0.0209107,0.00678712,0.0054031,0.00551174,0.00971239,0.0203598,0.0104171,0.00859637,0.00278765,0.00483871,0.00715222,0.00862767,0.0401314,0.00948221,0.0123619,0.0154097,0.0114315,0.0103838,0.0210952,0.0227302,0.0206502,0.00538391,0.00393363,0.00500291
71,0.0244326,0.0118179,0.0171703,0.0116819,0.0330788,0.0127281,0.00837783,0.0137781,0.00880353,0.0131423,0.00583644,0.0363515,0.0458745,0.0401357,0.0144741,0.0200866,0.023132,0.0221581,0.00701646,0.00846474,0.0104476,0.0110621,0.0191506,0.0144195,0.0114599,0.00651423,0.00490731,0.0122662,0.0061698,0.0403659,0.00881309,0.0125036,0.0161884,0.0123324,0.0119751,0.0234373,0.0226582,0.0205781,0.0109749,0.0105391,0.0108223
72,0.0226362,0.0122749,0.0164706,0.0114231,0.0342541,0.0154528,0.0111051,0.0161276,0.0123514,0.0154179,0.00454638,0.0359283,0.0456296,0.0400846,0.0141193,0.0212652,0.022645,0.0226598,0.00849657,0.0114065,0.0137148,0.0119785,0.0181313,0.0195575,0.014898,0.0111159,0.00772628,0.0176437,0.00841734,0.0403827,0.00782023,0.0149872,0.0193681,0.014991,0.0133634,0.0257041,0.0247816,0.0215496,0.0171372,0.0157933,0.015029
73,0.0228443,0.0127485,0.0161951,0.0104303,0.0354065,0.0169123,0.0127698,0.017542,0.0142008,0.0170345,0.00517922,0.0357689,0.04463,0.0398872,0.0141078,0.0218762,0.0209315,0.0223243,0.0101197,0.013716,0.0151227,0.0123558,0.0176217,0.0235163,0.0172461,0.0151788,0.0101701,0.0214057,0.0114499,0.0399103,0.00699974,0.0185816,0.0233372,0.0177578,0.0138992,0.0274095,0.0282323,0.0229918,0.0197614,0.0179978,0.0167303
74,0.0245892,0.0133612,0.0162076,0.00945859,0.036526,0.0167693,0.0138828,0.0177715,0.0147336,0.0176707,0.00645893,0.0361067,0.0434827,0.0397427,0.0159689,0.0221886,0.0187231,0.0216068,0.0114118,0.0153663,0.0152679,0.0122136,0.0173925,0.0255531,0.0174696,0.0170205,0.0107671,0.0222277,0.0123332,0.0386402,0.00701281,0.0216004,0.0260889,0.0191658,0.0142159,0.0285578,0.031247,0.0241932,0.0184563,0.0171616,0.0164739
75,0.0265395,0.0140043,0.0162431,0.00925888,0.0378102,0.0152106,0.0145708,0.0169518,0.0146319,0.0177454,0.00716295,0.0366943,0.0423048,0.0395945,0.0190452,0.0224361,0.0166173,0.0213269,0.0124116,0.0164038,0.0148877,0.0116492,0.0171829,0.0256453,0.0156751,0.0158734,0.00939592,0.0201414,0.0112496,0.0367062,0.00777156,0.0228932,0.0267601,0.0189632,0.0148044,0.0294424,0.0327296,0.0245908,0.0147086,0.0143112,0.0148482
76,0.0275835,0.0144589,0.01611,0.00981751,0.0393702,0.0129748,0.0142607,0.0155365,0.0143224,0.0177784,0.00708889,0.0370239,0.0409231,0.039352,0.0214327,0.0228942,0.0150249,0.0219836,0.0134274,0.0168457,0.0144296,0.0108755,0.0170067,0.0240847,0.0129349,0.0128792,0.00689344,0.0164437,0.0097787,0.0345918,0.00859677,0.0223376,0.0255969,0.0176916,0.0154714,0.0300374,0.0328262,0.02399,0.0105828,0.0108247,0.012187
77,0.0275718,0.0145271,0.0156975,0.0105614,0.0410362,0.0110003,0.0126683,0.014225,0.0138972,0.0179224,0.00670641,0.0368258,0.0393103,0.039,0.0221252,0.0237027,0.0143354,0.0233364,0.0145207,0.0166801,0.0139415,0.0100613,0.0169156,0.0213287,0.0104894,0.0101648,0.00461825,0.0127098,0.00945138,0.0326675,0.00934081,0.0204834,0.0232182,0.0158677,0.015802,0.02989,0.0320471,0.0226198,0.00764281,0.0077679,0.00903962
78,0.0271184,0.014143,0.0149078,0.0110425,0.0424412,0.00994038,0.0105523,0.0135548,0.0133314,0.0178785,0.00662626,0.0363066,0.0376726,0.0385041,0.0213779,0.024739,0.0147593,0.024748,0.015401,0.0159328,0.0130858,0.00927137,0.0167946,0.018097,0.00908733,0.00910482,0.00373542,0.00991674,0.0104459,0.030988,0.0103052,0.0181781,0.0202221,0.0138205,0.0153354,0.0283198,0.030375,0.0211328,0.00666242,0.00560262,0.00679016
79,0.0268301,0.0134022,0.0137662,0.011291,0.0431402,0.009904,0.00914204,0.0134987,0.0125967,0.0171813,0.00717637,0.0357438,0.0361303,0.037708,0.0199043,0.0257072,0.0158972,0.0256492,0.0159658,0.0147909,0.0114182,0.00857358,0.0164536,0.0154033,0.00887498,0.00953257,0.00395256,0.00847553,0.0121154,0.0296048,0.011515,0.0162769,0.0172609,0.0118595,0.0138241,0.0248518,0.0274043,0.0202244,0.00732239,0.00517013,0.00711371
80,0.0268783,0.012519,0.0126362,0.0116188,0.0427063,0.0105512,0.00886934,0.0136447,0.0116629,0.0156453,0.00839188,0.0350528,0.0345628,0.0364316,0.0182358,0.026311,0.0169546,0.0256974,0.0166092,0.0136431,0.00890648,0.0080237,0.0157811,0.0139971,0.00966126,0.0107621,0.00455243,0.00858027,0.0139185,0.0288476,0.0126863,0.0152025,0.0150103,0.0101465,0.0116878,0.0199801,0.0232592,0.0200158,0.00880755,0.0067872,0.00926036
81,0.0271189,0.0117422,0.0122038,0.0121168,0.0408026,0.0113411,0.00897306,0.0135791,0.0104432,0.0135488,0.0100098,0.0337857,0.0327004,0.0345369,0.0167227,0.0264289,0.0174595,0.0247822,0.0177478,0.0129161,0.00614046,0.00774292,0.0147692,0.01374,0.0111868,0.0125638,0.00556918,0.0100094,0.0155692,0.0292993,0.0135913,0.0145802,0.0136994,0.008417,0.00976308,0.0152077,0.0189343,0.0197332,0.0108647,0.00937209,0.0118569
82,0.0274181,0.011238,0.012922,0.0124781,0.0373032,0.0118154,0.00859328,0.0130982,0.00882791,0.0113931,0.0114609,0.0315051,0.0302486,0.0318759,0.0158714,0.0262812,0.0176198,0.0230155,0.0193243,0.0128148,0.00401537,0.00802744,0.0134527,0.0137353,0.0132578,0.0150237,0.00716168,0.0122565,0.0171258,0.0312223,0.0141613,0.0136891,0.0127302,0.00629631,0.00876109,0.0120028,0.0154917,0.0184881,0.013586,0.0124437,0.0146603
83,0.0278339,0.0110626,0.0144863,0.0123571,0.0324736,0.0118191,0.00752576,0.0122833,0.00689983,0.00964104,0.0122051,0.0280601,0.0269478,0.0282695,0.0163019,0.0263337,0.0178568,0.0207035,0.0210376,0.0133467,0.00315163,0.00913457,0.0119283,0.013183,0.0157614,0.0180696,0.00930001,0.014952,0.018785,0.0341683,0.0144432,0.0121789,0.0110346,0.00484529,0.00903175,0.0108132,0.0134489,0.0165756,0.0169086,0.0157448,0.017836
84,0.0285341,0.0112062,0.0162513,0.0118042,0.0270273,0.0115304,0.00639742,0.0114524,0.0052806,0.00865976,0.0121637,0.0235158,0.0226596,0.0236507,0.0177472,0.0267468,0.0181158,0.0183386,0.022625,0.0145348,0.00381915,0.0109059,0.0104078,0.0123514,0.0185444,0.0213049,0.0116858,0.0178273,0.0205419,0.0375311,0.0145741,0.01023,0.00798368,0.00691663,0.0105543,0.0113446,0.0130315,0.0157416,0.0205024,0.01909,0.0214162
85,0.0295622,0.0116189,0.0178059,0.0111858,0.0219206,0.0112279,0.00617659,0.0109623,0.00498474,0.00843574,0.0117468,0.0180387,0.0175496,0.0183143,0.0187922,0.0268388,0.0180487,0.0166566,0.023834,0.0163502,0.00593747,0.0127832,0.0091468,0.0118894,0.0212526,0.0241573,0.013914,0.0205248,0.0221851,0.0410613,0.0147232,0.00820763,0.00414786,0.0106345,0.0128649,0.0130046,0.013316,0.0168391,0.0239389,0.0224525,0.0251136
86,0.0307004,0.0121949,0.0189805,0.0106031,0.0180326,0.0110769,0.00661755,0.0110229,0.00564377,0.00828606,0.0113653,0.0120615,0.0123151,0.0131159,0.0182677,0.0253485,0.0173806,0.0164001,0.0243,0.018336,0.00878865,0.0141439,0.00834603,0.0106994,0.023393,0.0261368,0.0156087,0.0226266,0.0235595,0.0440504,0.0149791,0.00676847,0.0028965,0.0134027,0.0150157,0.014894,0.0123404,0.0183254,0.0268766,0.0256393,0.0284328
87,0.0314942,0.0128265,0.0197126,0.00974145,0.015862,0.0110918,0.00658717,0.0115918,0.00588209,0.00749202,0.0110729,0.00640626,0.00818426,0.00931647,0.0162727,0.0215096,0.0159301,0.017486,0.023681,0.0196182,0.0113466,0.0145791,0.0081466,0.00767761,0.0245873,0.0270075,0.0164847,0.0238437,0.0247291,0.0454736,0.0152687,0.00726804,0.0053458,0.0143369,0.0161318,0.0161234,0.00924477,0.0190476,0.0290758,0.0281759,0.0308865
88,0.0314342,0.0134615,0.0200343,0.00848783,0.0153711,0.0112136,0.00579077,0.0124141,0.00530786,0.00617608,0.0108735,0.00226038,0.00651284,0.00781822,0.0138952,0.0159966,0.0138325,0.0188863,0.0221279,0.0194585,0.012635,0.0140782,0.00854861,0.00610246,0.0247732,0.0268367,0.0165164,0.0241685,0.0258963,0.0458743,0.0154126,0.00964408,0.0074433,0.0138059,0.0160136,0.0162418,0.00566696,0.0199541,0.0303728,0.0296664,0.0322208
89,0.0302152,0.0141233,0.0201078,0.00732171,0.0161138,0.0113451,0.00482323,0.0131911,0.00439527,0.00508188,0.0109066,0.00280425,0.00709391,0.00811736,0.0119353,0.0107196,0.0113848,0.0197441,0.0204038,0.0177219,0.0122346,0.0129754,0.00926163,0.0090896,0.0241862,0.025921,0.0159961,0.0238552,0.0271563,0.0471885,0.0152264,0.0122307,0.0089371,0.0128321,0.0150939,0.0156018,0.00622727,0.0221261,0.0307289,0.0301205,0.0325392
